Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain
2019 Chevrolet Colorado LT,Chevrolet,2019,"$27,528","12,117",Gray,Black,Automatic,4x4/4-wheel drive
2019 Mazda CX-9 Signature,Mazda,2019,"$38,987","10,058",White,Other,Automatic,AWD
2015 BMW 328 i,BMW,2015,"$13,487","98,469",White,Other,Other / Unknown,RWD
2008 BMW 335 i,BMW,2008,"$11,999","122,071",Black,Orange,Automatic,RWD
2018 Toyota Sienna LE,Toyota,2018,"$22,757","36,865",Silver,Gray,Automatic,FWD
2019 BMW M240 i,BMW,2019,"$46,888","4,525",Red,Black,Automatic,RWD
2017 BMW 540 i xDrive,BMW,2017,"$41,888","27,065",Blue,Black,Automatic,AWD
2009 Subaru Outback 2.5i,Subaru,2009,"$9,130","81,020",White,Beige,Manual,AWD
2017 BMW i3 94 Ah w/Range Extender,BMW,2017,"$26,500","9,973",Gray,Brown,Automatic,RWD
2016 Subaru WRX STI Limited,Subaru,2016,"$25,880","56,066",White,Black,Manual,AWD
2019 RAM 1500 Laramie,RAM,2019,"$33,978","9,718",White,Black,Automatic,RWD
2006 Suzuki Grand Vitara Luxury,Suzuki,2006,"$6,980","149,313",Silver,Black,Automatic,4x4/4-wheel drive
2017 Nissan Altima 2.5 SV,Nissan,2017,"$12,991","48,258",Red,Gray,CVT,FWD
2016 BMW 328 i,BMW,2016,"$20,498","14,153",Silver,Black,Automatic,RWD
2014 Ford E350 Super Duty XLT,Ford,2014,"$15,994","48,214",White,Gray,Automatic,RWD
2014 Volkswagen Jetta Auto S,Volkswagen,2014,"$5,991","101,553",Gray,Black,Automatic,FWD
2017 MINI Countryman Cooper S ALL4,MINI,2017,"$27,572","21,251",Gray,Black,Automatic,AWD
2019 BMW X2 xDrive28i,BMW,2019,"$47,320",96,Blue,Other,Automatic,AWD
2017 Ford Explorer sport,Ford,2017,"$28,794","64,050",Gray,Black,Automatic,4x4/4-wheel drive
2020 BMW X3 xDrive30i,BMW,2020,"$57,115",9,Black,Other,Automatic,AWD
2016 Volkswagen Jetta 1.4T S,Volkswagen,2016,"$8,000","94,542",Silver,Black,Automatic,FWD
2014 MINI Countryman John Cooper Works ALL4,MINI,2014,"$17,500","60,485",Gray,Red,Manual,AWD
