Listing,Make,Year_model,Price,Milage,Exterior_color,Interior_color,Transmission,Drivetrain,City
2016 INFINITI Q70L,INFINITI,2016,21495.0,58349.0,White,Gray,Automatic,AWD,New York City
2018 Lexus LS 500,Lexus,2018,46995.0,57215.0,Gray,Black,Automatic,RWD,New York City
2019 Mercedes-Benz CLA 250 Base 4MATIC,Mercedes-Benz,2019,23900.0,19.0,Red,Black,Automatic,AWD,New York City
2018 Hyundai Tucson SEL Plus,Hyundai,2018,14900.0,4686.0,Silver,Black,Automatic,AWD,New York City
2013 Chevrolet Sonic LT,Chevrolet,2013,5995.0,71804.0,Blue,Black,Automatic,FWD,New York City
2019 Volkswagen Golf GTI 2.0T S,Volkswagen,2019,16900.0,20.0,White,Black,Manual,FWD,New York City
2018 Chevrolet Malibu LT,Chevrolet,2018,11000.0,2845.0,Gray,Black,Automatic,FWD,New York City
2008 Dodge Nitro SXT,Dodge,2008,3595.0,160063.0,Black,Black,Automatic,4x4/4-wheel drive,New York City
2013 Nissan Sentra SR,Nissan,2013,5995.0,76230.0,Gray,Black,CVT,FWD,New York City
2014 Lincoln MKZ Base,Lincoln,2014,9900.0,34696.0,Other,Other,Automatic,AWD,New York City
2019 Chevrolet Equinox 1LT,Chevrolet,2019,8900.0,52788.0,Other,Other,Automatic,AWD,New York City
2019 INFINITI QX80 Luxe,INFINITI,2019,36500.0,13.0,Gray,Gray,Automatic,RWD,New York City
2020 Nissan Altima 2.5 S,Nissan,2020,16500.0,2251.0,White,Other,CVT,FWD,New York City
2019 Dodge Grand Caravan SE,Dodge,2019,17500.0,64.0,Blue,Gray,Automatic,FWD,New York City
2008 Jeep Liberty Sport,Jeep,2008,4500.0,87462.0,Red,Beige,Manual,4x4/4-wheel drive,New York City
2015 Kia Soul Base,Kia,2015,6900.0,36865.0,Silver,Black,Manual,FWD,New York City
2005 Chevrolet Uplander Base,Chevrolet,2005,5499.0,79660.0,Silver,Beige,Automatic,FWD,New York City
2009 Ford Expedition EL XLT,Ford,2009,3995.0,158165.0,Gray,Black,Automatic,4x4/4-wheel drive,New York City
2020 Nissan NV Passenger NV3500 HD SV V6/SV V8,Nissan,2020,27900.0,33.0,White,Gray,Automatic,RWD,New York City
2016 Chevrolet Cruze Limited 2LT,Chevrolet,2016,7995.0,63804.0,Red,Black,Automatic,FWD,New York City
2015 Ford Taurus SHO,Ford,2015,14495.0,42273.0,Silver,Gray,Automatic,AWD,New York City
2007 Lincoln Navigator,Lincoln,2007,4999.0,153733.0,White,Black,Automatic,4x4/4-wheel drive,New York City
2009 Jaguar XKR,Jaguar,2009,22990.0,75607.0,Gray,Beige,Automatic,RWD,New York City
2018 Volvo S90 T5 Momentum,Volvo,2018,26995.0,22610.0,Black,Other,Automatic,AWD,New York City
2018 Mercedes-Benz AMG GLC 43 Base 4MATIC,Mercedes-Benz,2018,39800.0,14841.0,Black,Black,Automatic,AWD,New York City
2016 Audi TTS 2.0T quattro,Audi,2016,31800.0,38241.0,Black,Red,Automatic,AWD,New York City
2016 Nissan Maxima 3.5 SL,Nissan,2016,13499.0,44342.0,Brown,Gray,CVT,FWD,New York City
2013 Subaru BRZ Limited,Subaru,2013,10999.0,85764.0,Black,Black,Automatic,RWD,New York City
2018 Kia Forte LX,Kia,2018,8799.0,34126.0,Silver,Black,Automatic,FWD,New York City
2011 Mercedes-Benz R 350 4MATIC,Mercedes-Benz,2011,17450.0,76556.0,Blue,Beige,Automatic,AWD,New York City
2019 Chrysler 300 S,Chrysler,2019,18900.0,35133.0,Blue,Other,Automatic,RWD,New York City
2016 BMW X5 eDrive xDrive40e,BMW,2016,24500.0,39983.0,White,Brown,Automatic,AWD,New York City
2018 Honda Civic LX,Honda,2018,9900.0,64359.0,Silver,Black,CVT,FWD,New York City
2018 Mercedes-Benz GLS 450 Base 4MATIC,Mercedes-Benz,2018,37885.0,17994.0,White,Beige,Automatic,AWD,New York City
2019 INFINITI QX80 Luxe,INFINITI,2019,40000.0,12494.0,Black,Other,Automatic,AWD,New York City
2008 Pontiac G6 GT,Pontiac,2008,8788.0,49829.0,Red,Brown,Automatic,FWD,New York City
2016 Mercedes-Benz C 300 Sport,Mercedes-Benz,2016,14985.0,59191.0,Black,Black,Automatic,AWD,New York City
2012 Jeep Wrangler Sport,Jeep,2012,13849.0,86000.0,Black,Black,Automatic,4x4/4-wheel drive,New York City
2019 Lexus UX 250h,Lexus,2019,28988.0,5292.0,Silver,Other,CVT,AWD,New York City
2015 Volvo S80 T5,Volvo,2015,10999.0,70876.0,Black,Black,Automatic,FWD,New York City
2011 BMW 1 Series M Base,BMW,2011,55900.0,30456.0,Orange,Black,Manual,RWD,New York City
2017 Nissan Maxima 3.5 Platinum,Nissan,2017,16695.0,59836.0,Gray,Black,CVT,FWD,New York City
2016 Mercedes-Benz CLA 250,Mercedes-Benz,2016,16295.0,48750.0,Gray,Black,Automatic,FWD,New York City
2014 Cadillac SRX Luxury Collection,Cadillac,2014,8900.0,124860.0,White,Black,Automatic,FWD,New York City
2018 Kia Stinger GT,Kia,2018,28800.0,17738.0,Blue,Black,Automatic,RWD,New York City
2003 Hummer H2,Hummer,2003,13995.0,78638.0,Orange,Beige,Automatic,4x4/4-wheel drive,New York City
2019 Lexus RC F Base,Lexus,2019,58450.0,14870.0,Black,Black,Automatic,RWD,New York City
2018 Toyota Prius Prime Premium,Toyota,2018,18900.0,11200.0,Silver,White,CVT,FWD,New York City
2010 Mercury Mariner Base,Mercury,2010,6995.0,133897.0,Gold,Gray,Automatic,4x4/4-wheel drive,New York City
2010 Nissan Sentra 2.0 SR,Nissan,2010,5995.0,59264.0,Blue,Gray,CVT,FWD,New York City
2004 Acura TL 3.2,Acura,2004,3995.0,95595.0,Blue,Beige,Automatic,FWD,New York City
2017 Nissan Sentra SR,Nissan,2017,9995.0,26349.0,White,Gray,CVT,FWD,New York City
2018 Chevrolet Equinox 1LT,Chevrolet,2018,13995.0,30820.0,Red,Gray,Automatic,AWD,New York City
2008 Volkswagen R32,Volkswagen,2008,12499.0,97671.0,White,Gray,Automatic,AWD,New York City
2010 Volvo S80 V8,Volvo,2010,7199.0,108840.0,Black,Black,Automatic,AWD,New York City
2001 Toyota Celica GTS,Toyota,2001,9998.0,58028.0,Black,Gray,Automatic,FWD,New York City
2017 Dodge Durango GT,Dodge,2017,23988.0,41665.0,Other,Black,Automatic,AWD,New York City
2007 Jaguar XK,Jaguar,2007,15977.0,56212.0,Black,Black,Automatic,RWD,New York City
2018 Dodge Grand Caravan GT,Dodge,2018,13769.0,45669.0,Black,Other,Automatic,FWD,New York City
2017 Acura ILX w/AcuraWatch Plus,Acura,2017,13885.0,23798.0,Black,Black,Automatic,FWD,New York City
2019 Acura RDX A-Spec,Acura,2019,36995.0,17144.0,Blue,Red,Automatic,AWD,New York City
2018 Dodge Journey SE,Dodge,2018,15495.0,6325.0,Black,Black,Automatic,FWD,New York City
2008 Volkswagen R32,Volkswagen,2008,10877.0,105774.0,Gray,Gray,Automatic,AWD,New York City
2016 Buick Encore Base,Buick,2016,9955.0,96198.0,Gray,Black,Automatic,FWD,New York City
2017 Ford Fusion Titanium,Ford,2017,12499.0,27640.0,Silver,Black,Automatic,FWD,New York City
2016 BMW 428 Gran Coupe i xDrive,BMW,2016,16851.0,50714.0,Black,Black,Automatic,AWD,New York City
2007 Chevrolet Impala LT,Chevrolet,2007,4500.0,73762.0,Red,Beige,Automatic,FWD,New York City
2008 Toyota FJ Cruiser,Toyota,2008,11995.0,120536.0,Black,Gray,Automatic,4x4/4-wheel drive,New York City
2019 Nissan Altima 2.5 S,Nissan,2019,13995.0,37596.0,Black,Black,CVT,FWD,New York City
2017 Kia Soul EV EV,Kia,2017,14580.0,14946.0,Black,Gray,Automatic,FWD,New York City
2016 Hyundai Sonata Sport,Hyundai,2016,10998.0,27659.0,Gray,Gray,Automatic,FWD,New York City
2014 Ford Escape SE,Ford,2014,6499.0,90673.0,Black,Gray,Automatic,4x4/4-wheel drive,New York City
2013 Cadillac XTS W20 Livery Package,Cadillac,2013,7999.0,107640.0,Blue,Black,Automatic,FWD,New York City
2011 Saab 9-3,Saab,2011,3499.0,95498.0,Silver,Black,Automatic,FWD,New York City
2014 Scion iQ 10th Anniversary Edition,Scion,2014,8190.0,50163.0,Silver,Black,Automanual,FWD,New York City
2004 GMC Envoy SLT,GMC,2004,7990.0,51831.0,Gray,Gray,Automatic,4x4/4-wheel drive,New York City
2009 Lincoln MKS Base,Lincoln,2009,7995.0,62795.0,Red,Black,Automatic,FWD,New York City
2008 Mitsubishi Lancer GTS,Mitsubishi,2008,2790.0,200269.0,Silver,Black,CVT,FWD,New York City
2014 Lincoln MKZ Hybrid Base,Lincoln,2014,10995.0,77080.0,White,Black,CVT,FWD,New York City
2009 INFINITI FX35,INFINITI,2009,9995.0,54058.0,Brown,Other,Automatic,AWD,New York City
2016 Nissan Sentra SR,Nissan,2016,5999.0,109865.0,White,Gray,CVT,FWD,New York City
2011 Jaguar XJ Base,Jaguar,2011,14995.0,69684.0,Black,White,Automatic,RWD,New York City
2006 Mercury Mariner Premier,Mercury,2006,2495.0,167459.0,White,Other,Automatic,4x4/4-wheel drive,New York City
2015 Acura ILX 2.0L,Acura,2015,12988.0,37418.0,White,Black,Automatic,FWD,New York City
2016 Lexus NX 200t F Sport,Lexus,2016,23777.0,28997.0,Red,Other,Automatic,AWD,New York City
2015 RAM ProMaster City Base,RAM,2015,11900.0,55865.0,White,Black,Automatic,FWD,New York City
2014 Nissan NV Cargo NV2500 HD S V6/S V8,Nissan,2014,12999.0,124446.0,White,Gray,Automatic,RWD,New York City
2018 Lincoln Navigator L Select,Lincoln,2018,54995.0,39237.0,Black,Other,Automatic,4x4/4-wheel drive,New York City
2007 Volvo XC70 2.5T,Volvo,2007,6999.0,87354.0,Gray,Gray,Automatic,AWD,New York City
2010 Acura TSX 2.4,Acura,2010,10995.0,73214.0,Black,Black,Automatic,FWD,New York City
2000 Chevrolet Express 1500 LS Wagon,Chevrolet,2000,7495.0,117354.0,Beige,Beige,Automatic,RWD,New York City
2011 Toyota Matrix S,Toyota,2011,10995.0,92643.0,White,Gray,Automatic,AWD,New York City
2007 Chevrolet Express 3500 LS,Chevrolet,2007,9200.0,112745.0,Gray,Gray,Automatic,RWD,New York City
2011 Ford Fiesta SES,Ford,2011,3995.0,132142.0,Blue,Black,Automatic,FWD,New York City
2019 Toyota Camry SE,Toyota,2019,16990.0,25546.0,White,Black,Automatic,FWD,New York City
2010 Toyota Venza,Toyota,2010,7999.0,123888.0,Black,Black,Automatic,AWD,New York City
2007 Hyundai Azera Limited,Hyundai,2007,5495.0,77281.0,Silver,Gray,Automatic,FWD,New York City
2016 Nissan Altima 2.5 SR,Nissan,2016,7999.0,123551.0,White,Gray,CVT,FWD,New York City
2008 Mercury Mountaineer Premier,Mercury,2008,4905.0,107148.0,White,Black,Automatic,AWD,New York City
2017 Hyundai Accent SE,Hyundai,2017,7900.0,40021.0,Gray,Gray,Automatic,FWD,New York City
2014 RAM ProMaster 2500 Tradesman,RAM,2014,17000.0,30549.0,White,Gray,Automatic,FWD,New York City
2012 Dodge Grand Caravan SXT,Dodge,2012,4995.0,131046.0,Black,Black,Automatic,FWD,New York City
2017 Dodge Grand Caravan SE,Dodge,2017,12000.0,40737.0,Red,Black,Automatic,FWD,New York City
2016 Mercedes-Benz AMG C AMG C 63 S,Mercedes-Benz,2016,39950.0,50941.0,White,Black,Automatic,RWD,New York City
2016 Audi S3 2.0T Premium Plus,Audi,2016,26279.0,20266.0,Black,Black,Automatic,AWD,New York City
2017 Maserati Levante Base,Maserati,2017,38890.0,41814.0,Black,Black,Automatic,AWD,New York City
2017 Mercedes-Benz AMG C 43 Base 4MATIC,Mercedes-Benz,2017,28990.0,47532.0,White,Red,Automatic,AWD,New York City
2017 BMW 540 i xDrive,BMW,2017,31450.0,45917.0,Other,Brown,Automatic,AWD,New York City
2020 Dodge Durango R/T,Dodge,2020,34500.0,301.0,Other,Other,Automatic,RWD,New York City
2013 BMW 650 Gran Coupe i,BMW,2013,19998.0,84186.0,Red,Black,Automatic,RWD,New York City
2006 Pontiac G6 GT,Pontiac,2006,2795.0,132981.0,Black,Black,Automatic,FWD,New York City
2012 Land Rover LR4 Base,Land Rover,2012,14985.0,92961.0,Black,Black,Automatic,4x4/4-wheel drive,New York City
2018 BMW 440 Gran Coupe i xDrive,BMW,2018,26795.0,37879.0,Blue,White,Automatic,AWD,New York City
2019 INFINITI QX60 Pure,INFINITI,2019,27500.0,255.0,Silver,Gray,CVT,AWD,New York City
2017 Chevrolet Malibu 1LT,Chevrolet,2017,8900.0,33699.0,Other,Other,Automatic,FWD,New York City
2015 Ford F-150 Platinum,Ford,2015,14900.0,78244.0,Other,Other,Automatic,4x4/4-wheel drive,New York City
2002 Lexus SC 430,Lexus,2002,10990.0,92679.0,White,Beige,Automatic,RWD,New York City
2018 Cadillac XT5 Premium Luxury,Cadillac,2018,21595.0,50852.0,Black,Beige,Automatic,FWD,New York City
2011 Ford E250 Cargo,Ford,2011,7900.0,118615.0,White,Gray,Automatic,RWD,New York City
2017 Audi A8 L 3.0T,Audi,2017,33800.0,37698.0,White,Black,Automatic,AWD,New York City
2017 Audi S7 4.0T Premium Plus,Audi,2017,42800.0,37353.0,White,Red,Automatic,AWD,New York City
2014 Kia Cadenza Premium,Kia,2014,11494.0,42079.0,Gray,Black,Automatic,FWD,New York City
2018 Mercedes-Benz Metris Base,Mercedes-Benz,2018,25500.0,25369.0,Black,Black,Automatic,RWD,New York City
2012 Toyota Corolla LE,Toyota,2012,5995.0,87002.0,Gray,Gray,Automatic,FWD,New York City
2010 Mercedes-Benz ML 350 4MATIC,Mercedes-Benz,2010,7595.0,116833.0,Black,Black,Automatic,AWD,New York City
2018 Chevrolet Traverse LS,Chevrolet,2018,23995.0,12646.0,Black,Black,Automatic,FWD,New York City
2016 Nissan Altima 2.5 SR,Nissan,2016,12495.0,37148.0,Black,Gray,CVT,FWD,New York City
2019 Toyota Camry SE,Toyota,2019,15900.0,24838.0,Gray,Black,Automatic,FWD,New York City
2019 Hyundai Elantra SEL,Hyundai,2019,11888.0,39122.0,Black,Gray,Automatic,FWD,New York City
2013 INFINITI JX35 Base,INFINITI,2013,15763.0,64423.0,Black,Brown,CVT,AWD,New York City
2016 INFINITI Q70L 3.7X,INFINITI,2016,24250.0,36462.0,White,Brown,Automatic,AWD,New York City
2017 Jeep Patriot Sport,Jeep,2017,12246.0,57459.0,Silver,Gray,Automatic,FWD,New York City
2019 Genesis G80 3.8L,Genesis,2019,37900.0,9257.0,Gray,Other,Automatic,AWD,New York City
2018 Volvo S90 T6 Inscription,Volvo,2018,32999.0,24053.0,Black,Other,Automatic,AWD,New York City
2017 Ford Shelby GT350 Base,Ford,2017,48888.0,970.0,White,Black,Manual,RWD,New York City
2019 Chrysler Pacifica Touring-L,Chrysler,2019,20995.0,40710.0,Black,Black,Automatic,FWD,New York City
2017 BMW 440 Gran Coupe i xDrive,BMW,2017,24979.0,18301.0,White,Red,Automatic,AWD,New York City
2017 Nissan Armada SV,Nissan,2017,23994.0,55962.0,Gray,Gray,Automatic,AWD,New York City
2016 Lincoln MKX Select,Lincoln,2016,16450.0,41614.0,Black,Beige,Automatic,AWD,New York City
2014 RAM ProMaster 2500 Tradesman,RAM,2014,17995.0,46669.0,White,Gray,Automatic,FWD,New York City
2007 Nissan Altima 2.5 S,Nissan,2007,4987.0,78359.0,Gray,Other,CVT,FWD,New York City
2018 Hyundai Kona SE,Hyundai,2018,16995.0,23555.0,White,Black,Automatic,AWD,New York City
2013 Dodge Avenger SXT,Dodge,2013,6990.0,106763.0,Black,Black,Automatic,FWD,New York City
2019 Ford Transit-350 XLT,Ford,2019,29450.0,6352.0,White,Black,Automatic,RWD,New York City
2017 Acura RLX Technology Package,Acura,2017,22980.0,23998.0,White,Black,Automatic,FWD,New York City
2016 Audi TT 2.0T,Audi,2016,24780.0,29848.0,White,Brown,Automatic,AWD,New York City
2010 Mercedes-Benz GLK 350 4MATIC,Mercedes-Benz,2010,12995.0,37766.0,White,Beige,Automatic,AWD,New York City
2017 Volkswagen Tiguan 2.0T Sport,Volkswagen,2017,14999.0,15701.0,White,Black,Automatic,AWD,New York City
2016 Acura ILX 2.4L,Acura,2016,12430.0,83973.0,White,Black,Automatic,FWD,New York City
2017 Chrysler Pacifica Touring-L,Chrysler,2017,15700.0,57095.0,Black,Black,Automatic,FWD,New York City
2011 Nissan Juke SV,Nissan,2011,5495.0,130040.0,Red,Black,CVT,AWD,New York City
2009 Hyundai Accent GLS,Hyundai,2009,2495.0,134420.0,Blue,Gray,Automatic,FWD,New York City
2015 Buick Enclave Leather,Buick,2015,14900.0,68204.0,White,Brown,Automatic,FWD,New York City
2010 Nissan Sentra 2.0 SL,Nissan,2010,5998.0,72613.0,Gray,Gray,CVT,FWD,New York City
2011 Mercury Grand Marquis LS,Mercury,2011,12998.0,32575.0,Red,Beige,Automatic,RWD,New York City
2015 Nissan Sentra SV,Nissan,2015,7599.0,86246.0,Gray,Black,CVT,FWD,New York City
2017 Genesis G90 5.0 Ultimate,Genesis,2017,33977.0,49226.0,Silver,Black,Automatic,AWD,New York City
2019 Nissan Armada Platinum,Nissan,2019,46695.0,6589.0,Gray,Gray,Automatic,AWD,New York City
2005 Toyota Matrix XR AWD,Toyota,2005,3995.0,123967.0,Blue,Gray,Automatic,AWD,New York City
2018 Lincoln Continental Reserve,Lincoln,2018,37495.0,990.0,Red,Red,Automatic,AWD,New York City
2015 RAM ProMaster 2500 High Roof,RAM,2015,18990.0,91675.0,Black,Black,Automatic,FWD,New York City
2017 Acura ILX Premium Package,Acura,2017,13999.0,36607.0,Blue,Beige,Automatic,FWD,New York City
2016 BMW 528 i xDrive,BMW,2016,14853.0,53203.0,Other,Brown,Automatic,AWD,New York City
2019 Toyota Camry LE,Toyota,2019,14728.0,28678.0,White,Gray,Automatic,FWD,New York City
2017 Chevrolet Traverse LS,Chevrolet,2017,12999.0,55118.0,Silver,Beige,Automatic,AWD,New York City
2016 Jeep Cherokee Limited,Jeep,2016,12840.0,40800.0,Blue,Black,Automatic,4x4/4-wheel drive,New York City
2013 Volkswagen Passat 2.0 TDI SEL Premium,Volkswagen,2013,9853.0,57656.0,Black,Black,Automatic,FWD,New York City
2016 Dodge Grand Caravan SXT,Dodge,2016,8499.0,89483.0,Black,Black,Automatic,FWD,New York City
2006 Acura RL,Acura,2006,3995.0,121228.0,Silver,Beige,Automatic,AWD,New York City
2019 MINI Clubman Cooper S,MINI,2019,27590.0,8083.0,Black,Black,Manual,FWD,New York City
2015 Audi A4 2.0T Premium,Audi,2015,13995.0,49000.0,Red,Black,Automatic,AWD,New York City
2016 Cadillac ELR,Cadillac,2016,29942.0,29719.0,Gray,Brown,Automatic,FWD,New York City
2003 Volkswagen Eurovan MV,Volkswagen,2003,8942.0,147143.0,Red,Gray,Automatic,FWD,New York City
2006 Jeep Commander Base,Jeep,2006,8995.0,74625.0,Brown,Gray,Automatic,4x4/4-wheel drive,New York City
2010 Honda Element EX,Honda,2010,4750.0,179326.0,Red,Black,Automatic,4x4/4-wheel drive,New York City
2016 BMW i8 Base,BMW,2016,59970.0,34512.0,Silver,Other,Automatic,AWD,New York City
2019 Dodge Journey Crossroad,Dodge,2019,20490.0,20099.0,Red,Black,Automatic,AWD,New York City
2006 Toyota Sequoia Limited,Toyota,2006,5750.0,155529.0,Blue,Beige,Automatic,4x4/4-wheel drive,New York City
2006 BMW 550 i,BMW,2006,9999.0,75789.0,Gray,Black,Automatic,RWD,New York City
2008 BMW 650 i,BMW,2008,7500.0,53000.0,Silver,Black,Automatic,RWD,New York City
2011 Toyota Sienna LE,Toyota,2011,9499.0,107632.0,Gray,Beige,Automatic,AWD,New York City
2016 BMW X6 M Base,BMW,2016,39789.0,93607.0,Gray,Red,Automatic,AWD,New York City
2002 Chevrolet Astro,Chevrolet,2002,3995.0,179436.0,White,Gray,Automatic,RWD,New York City
2014 Nissan Sentra SV,Nissan,2014,3999.0,99367.0,White,Gray,CVT,FWD,New York City
2013 Hyundai Elantra GLS,Hyundai,2013,3999.0,140563.0,White,Beige,Automatic,FWD,New York City
2015 Kia Cadenza Premium,Kia,2015,15477.0,44184.0,White,Beige,Automatic,FWD,New York City
2015 INFINITI Q70L 3.7X,INFINITI,2015,18477.0,82819.0,Gray,Gray,Automatic,AWD,New York City
2008 Land Rover LR3 SE,Land Rover,2008,6500.0,178414.0,Green,Beige,Automatic,4x4/4-wheel drive,New York City
2014 INFINITI Q60 Base,INFINITI,2014,14995.0,33682.0,Silver,Gray,Automatic,RWD,New York City
2018 Hyundai Elantra GT Base,Hyundai,2018,13999.0,19347.0,Red,Black,Automatic,FWD,New York City
2014 Mercedes-Benz CLA 250 4MATIC,Mercedes-Benz,2014,13995.0,58564.0,White,Black,Automatic,AWD,New York City
2014 Volkswagen CC VR6 Executive 4Motion,Volkswagen,2014,17998.0,36419.0,Brown,Beige,Automatic,AWD,New York City
2017 Chrysler Pacifica Touring,Chrysler,2017,14900.0,65052.0,White,Beige,Automatic,FWD,New York City
2006 Dodge Dakota SLT,Dodge,2006,3495.0,139700.0,Silver,Gray,Automatic,4x4/4-wheel drive,New York City
2017 Hyundai Santa Fe Sport 2.0L Turbo Ultimate,Hyundai,2017,23890.0,32273.0,White,Black,Automatic,AWD,New York City
2015 Hyundai Elantra SE,Hyundai,2015,4795.0,117720.0,Silver,Gray,Automatic,FWD,New York City
2019 Nissan Kicks SV,Nissan,2019,15800.0,946.0,Silver,Black,CVT,FWD,New York City
2017 Chrysler Pacifica Touring-L,Chrysler,2017,17995.0,44322.0,Red,Black,Automatic,FWD,New York City
2019 Chevrolet Malibu LT,Chevrolet,2019,12490.0,35582.0,Black,Black,Automatic,FWD,New York City
2018 Mazda CX-9 Touring,Mazda,2018,21000.0,46410.0,Black,Black,Automatic,FWD,New York City
2013 Buick Regal Base,Buick,2013,9700.0,48744.0,White,Beige,Automatic,FWD,New York City
2016 Buick Enclave Leather,Buick,2016,17490.0,65614.0,Black,Black,Automatic,AWD,New York City
2018 Honda Clarity Plug-In Hybrid Touring,Honda,2018,18888.0,32322.0,Green,Beige,CVT,FWD,New York City
2010 Chrysler 300 Touring/Signature Series,Chrysler,2010,6201.0,76395.0,Red,Gray,Automatic,AWD,New York City
2018 Hyundai Santa Fe Sport 2.4L,Hyundai,2018,13888.0,38558.0,Silver,Gray,Automatic,FWD,New York City
2015 BMW X4 xDrive35i,BMW,2015,19990.0,28584.0,Black,Black,Automatic,AWD,New York City
2019 Nissan Altima 2.5 S,Nissan,2019,12900.0,38320.0,White,Other,CVT,FWD,New York City
2016 Porsche Macan S,Porsche,2016,28900.0,20198.0,Black,Gray,Automatic,AWD,New York City
2016 BMW 435 i xDrive,BMW,2016,19900.0,54924.0,White,Black,Automatic,AWD,New York City
2016 Land Rover LR4 Base,Land Rover,2016,28900.0,25869.0,Black,Black,Automatic,4x4/4-wheel drive,New York City
2017 Ford Focus ST Base,Ford,2017,14985.0,54190.0,Black,Black,Manual,FWD,New York City
2019 Land Rover Range Rover Sport 5.0L Supercharged Dynamic,Land Rover,2019,54900.0,19432.0,Gray,Black,Automatic,4x4/4-wheel drive,New York City
2018 GMC Acadia SLE-2,GMC,2018,17500.0,16154.0,Silver,Black,Automatic,AWD,New York City
2009 Chevrolet Aveo LT,Chevrolet,2009,4499.0,56794.0,White,Beige,Automatic,FWD,New York City
2018 Buick Encore Preferred II,Buick,2018,12900.0,59.0,Black,Black,Automatic,FWD,New York City
2018 Nissan Titan SV,Nissan,2018,22985.0,36207.0,Blue,Gray,Automatic,4x4/4-wheel drive,New York City
2007 INFINITI G35 Journey,INFINITI,2007,4900.0,83701.0,Gray,Other,Automatic,RWD,New York City
2008 GMC Envoy SLE,GMC,2008,3295.0,142175.0,Red,Gray,Automatic,4x4/4-wheel drive,New York City
2008 Chrysler PT Cruiser LX,Chrysler,2008,2795.0,84109.0,Blue,Gray,Automatic,FWD,New York City
2015 INFINITI Q70 3.7X,INFINITI,2015,21800.0,39803.0,White,Gray,Automatic,AWD,New York City
2016 Toyota Camry Hybrid LE,Toyota,2016,11495.0,13546.0,Black,Black,CVT,FWD,New York City
2018 Mercedes-Benz GLS 550 Base 4MATIC,Mercedes-Benz,2018,59800.0,29893.0,White,Brown,Automatic,AWD,New York City
2016 INFINITI Q70 3.7X,INFINITI,2016,24800.0,32946.0,Black,Gray,Automatic,AWD,New York City
2019 Mercedes-Benz AMG E 53 Base 4MATIC,Mercedes-Benz,2019,58800.0,5174.0,White,Black,Automatic,AWD,New York City
2014 Kia Cadenza Premium,Kia,2014,10698.0,74642.0,Black,Gray,Automatic,FWD,New York City
2018 Cadillac XT5 Premium Luxury,Cadillac,2018,26998.0,24306.0,Silver,Black,Automatic,AWD,New York City
2018 Nissan Pathfinder SV,Nissan,2018,18401.0,38538.0,Green,Gray,CVT,4x4/4-wheel drive,New York City
2017 BMW X5 M Base,BMW,2017,48800.0,55499.0,Blue,Other,Automatic,AWD,New York City
2016 Mercedes-Benz Metris Base,Mercedes-Benz,2016,17295.0,36201.0,Black,Black,Automatic,RWD,New York City
2010 Mercedes-Benz CL 550 4MATIC,Mercedes-Benz,2010,14500.0,93013.0,Black,Other,Automatic,AWD,New York City
